timestamp,station_id,station_name,actual,total_traffic,ad_active,promotion_fuel_active,promotion_shop_active,hour,day_of_week,prediction,target,target_label,model_version
2023-12-01 01:00:00,13,Татнефть-АЗС-014,3.0,16,0,1,0,1,4,3.1864600363048465,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 01:00:00,14,Татнефть-АЗС-015,6.0,22,0,1,0,1,4,5.991879781901689,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 01:00:00,15,Татнефть-АЗС-016,2.0,10,0,0,1,1,4,1.6190730165820908,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 01:00:00,16,Татнефть-АЗС-017,3.0,21,0,1,0,1,4,3.431841663519102,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 01:00:00,17,Татнефть-АЗС-018,8.0,30,1,1,0,1,4,7.426120319037192,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 01:00:00,18,Татнефть-АЗС-019,2.0,17,0,0,1,1,4,2.002395165283125,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 01:00:00,19,Татнефть-АЗС-020,2.0,17,0,1,0,1,4,2.675793835566085,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 01:00:00,2,Татнефть-АЗС-003,8.0,29,1,0,1,1,4,6.640200120086766,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 01:00:00,20,Татнефть-АЗС-021,8.0,29,0,0,1,1,4,6.640200120086766,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 01:00:00,21,Татнефть-АЗС-022,8.0,26,0,1,0,1,4,5.519559139581813,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 01:00:00,22,Татнефть-АЗС-023,4.0,17,1,1,1,1,4,3.69222896772635,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 01:00:00,23,Татнефть-АЗС-024,2.0,9,0,0,1,1,4,1.6190730165820908,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 01:00:00,24,Татнефть-АЗС-025,2.0,20,1,1,1,1,4,3.3182233992898627,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 01:00:00,3,Татнефть-АЗС-004,8.0,34,0,0,0,1,4,7.038862114759949,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 01:00:00,4,Татнефть-АЗС-005,2.0,16,0,0,1,1,4,2.7415572209363694,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 01:00:00,5,Татнефть-АЗС-006,7.0,23,1,1,0,1,4,6.322115167851935,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 01:00:00,6,Татнефть-АЗС-007,2.0,9,0,1,0,1,4,2.007150119160693,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 01:00:00,7,Татнефть-АЗС-008,6.0,22,0,0,1,1,4,5.091765660571888,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 01:00:00,8,Татнефть-АЗС-009,2.0,15,0,1,0,1,4,2.155291185636644,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 01:00:00,9,Татнефть-АЗС-010,1.0,7,0,1,1,1,4,2.007150119160693,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,0,Татнефть-АЗС-001,8.0,28,0,1,0,2,4,6.886890499729382,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,1,Татнефть-АЗС-002,4.0,17,0,1,0,2,4,3.69222896772635,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,10,Татнефть-АЗС-011,8.0,30,1,1,0,2,4,7.424614875071293,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,11,Татнефть-АЗС-012,8.0,32,0,1,0,2,4,8.005949088679456,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,12,Татнефть-АЗС-013,2.0,16,1,0,0,2,4,2.7415572209363694,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,13,Татнефть-АЗС-014,2.0,15,0,1,0,2,4,2.9200444471334683,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,14,Татнефть-АЗС-015,4.0,18,0,1,0,2,4,3.7486089898989907,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,15,Татнефть-АЗС-016,2.0,10,0,0,1,2,4,1.6190730165820908,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,16,Татнефть-АЗС-017,8.0,32,0,1,0,2,4,8.005949088679456,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,17,Татнефть-АЗС-018,3.0,20,1,1,0,2,4,3.3182233992898627,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,18,Татнефть-АЗС-019,2.0,15,0,0,1,2,4,1.7672140830580418,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,19,Татнефть-АЗС-020,6.0,24,0,1,0,2,4,6.368795078139385,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,2,Татнефть-АЗС-003,2.0,16,0,0,1,2,4,1.6334541819662494,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,20,Татнефть-АЗС-021,3.0,24,0,0,1,2,4,3.2025420174863446,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,21,Татнефть-АЗС-022,5.0,27,0,1,0,2,4,5.697626996187343,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,22,Татнефть-АЗС-023,2.0,10,0,1,1,2,4,2.007150119160693,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,23,Татнефть-АЗС-024,2.0,10,1,0,1,2,4,1.6190730165820908,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,24,Татнефть-АЗС-025,3.0,22,0,1,1,2,4,3.431841663519102,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,3,Татнефть-АЗС-004,3.0,22,0,0,0,2,4,2.724165565060147,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,4,Татнефть-АЗС-005,2.0,16,1,0,1,2,4,2.7415572209363694,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,5,Татнефть-АЗС-006,4.0,20,1,1,0,2,4,5.202289608818317,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,6,Татнефть-АЗС-007,2.0,15,1,1,0,2,4,2.9200444471334683,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,7,Татнефть-АЗС-008,6.0,22,0,0,1,2,4,5.093271104537788,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,8,Татнефть-АЗС-009,6.0,27,0,1,0,2,4,7.060000223158608,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 02:00:00,9,Татнефть-АЗС-010,2.0,12,1,1,1,2,4,2.9200444471334683,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,0,Татнефть-АЗС-001,8.0,33,0,1,0,3,4,8.005949088679456,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,1,Татнефть-АЗС-002,2.0,12,1,1,0,3,4,2.007150119160693,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,10,Татнефть-АЗС-011,8.0,30,1,1,0,3,4,7.424614875071293,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,11,Татнефть-АЗС-012,8.0,29,1,1,0,3,4,7.424614875071293,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,12,Татнефть-АЗС-013,2.0,14,0,0,0,3,4,2.700341298927379,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,13,Татнефть-АЗС-014,2.0,10,0,1,0,3,4,2.007150119160693,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,14,Татнефть-АЗС-015,6.0,22,1,1,0,3,4,5.991879781901689,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,15,Татнефть-АЗС-016,2.0,14,0,0,1,3,4,2.7415572209363694,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,16,Татнефть-АЗС-017,2.0,20,1,1,0,3,4,3.3182233992898627,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,17,Татнефть-АЗС-018,4.0,23,1,1,0,3,4,3.9102181159452956,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,18,Татнефть-АЗС-019,2.0,17,1,0,1,3,4,2.002395165283125,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,19,Татнефть-АЗС-020,2.0,16,0,1,0,3,4,2.482328521341391,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,2,Татнефть-АЗС-003,3.0,21,0,0,1,3,4,2.724165565060147,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,20,Татнефть-АЗС-021,3.0,23,0,0,1,3,4,3.2025420174863446,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,21,Татнефть-АЗС-022,8.0,30,0,1,0,3,4,7.424614875071293,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,22,Татнефть-АЗС-023,2.0,11,0,1,1,3,4,2.007150119160693,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,23,Татнефть-АЗС-024,2.0,10,0,0,1,3,4,1.6190730165820908,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,24,Татнефть-АЗС-025,8.0,30,0,1,1,3,4,7.424614875071293,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,3,Татнефть-АЗС-004,8.0,27,1,0,0,3,4,5.716655976153012,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,4,Татнефть-АЗС-005,2.0,14,1,0,1,3,4,2.7415572209363694,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,5,Татнефть-АЗС-006,2.0,14,0,1,0,3,4,2.155291185636644,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,6,Татнефть-АЗС-007,3.0,16,0,1,0,3,4,3.19348038022021,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,7,Татнефть-АЗС-008,2.0,15,1,0,1,3,4,1.7672140830580418,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,8,Татнефть-АЗС-009,2.0,16,0,1,0,3,4,2.482328521341391,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 03:00:00,9,Татнефть-АЗС-010,2.0,11,1,1,1,3,4,2.9200444471334683,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,0,Татнефть-АЗС-001,3.0,21,0,1,0,4,4,3.431841663519102,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,1,Татнефть-АЗС-002,2.0,10,0,1,0,4,4,2.007150119160693,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,10,Татнефть-АЗС-011,8.0,29,0,1,0,4,4,7.424614875071293,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,11,Татнефть-АЗС-012,3.0,21,0,1,0,4,4,3.431841663519102,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,12,Татнефть-АЗС-013,2.0,15,1,0,0,4,4,2.7415572209363694,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,13,Татнефть-АЗС-014,2.0,10,0,1,0,4,4,2.007150119160693,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,14,Татнефть-АЗС-015,7.0,24,0,1,0,4,4,6.368795078139385,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,15,Татнефть-АЗС-016,2.0,16,1,0,1,4,4,2.7415572209363694,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,16,Татнефть-АЗС-017,8.0,36,0,1,0,4,4,9.55165600902438,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,17,Татнефть-АЗС-018,4.0,23,0,1,0,4,4,3.9102181159452956,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,18,Татнефть-АЗС-019,2.0,14,1,0,1,4,4,1.7672140830580418,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,19,Татнефть-АЗС-020,6.0,22,0,1,0,4,4,5.991879781901689,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,2,Татнефть-АЗС-003,5.0,28,0,0,1,4,4,6.102475744744857,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,20,Татнефть-АЗС-021,8.0,29,0,0,1,4,4,6.640200120086766,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,21,Татнефть-АЗС-022,2.0,20,0,1,0,4,4,3.3182233992898627,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,22,Татнефть-АЗС-023,2.0,10,0,1,1,4,4,2.007150119160693,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,23,Татнефть-АЗС-024,2.0,11,0,0,1,4,4,1.6190730165820908,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,24,Татнефть-АЗС-025,8.0,30,0,1,1,4,4,7.424614875071293,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,3,Татнефть-АЗС-004,8.0,28,1,0,0,4,4,6.102475744744857,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,4,Татнефть-АЗС-005,2.0,10,0,0,1,4,4,1.6190730165820908,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,5,Татнефть-АЗС-006,6.0,24,1,1,0,4,4,6.368795078139385,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,6,Татнефть-АЗС-007,2.0,10,0,1,0,4,4,2.007150119160693,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,7,Татнефть-АЗС-008,2.0,14,1,0,1,4,4,1.7672140830580418,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,8,Татнефть-АЗС-009,6.0,21,0,1,0,4,4,5.315907873047555,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 04:00:00,9,Татнефть-АЗС-010,0.0,7,1,1,1,4,4,2.007150119160693,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,0,Татнефть-АЗС-001,4.0,24,0,1,0,5,4,3.9102181159452956,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,1,Татнефть-АЗС-002,2.0,14,0,1,0,5,4,2.9200444471334683,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,10,Татнефть-АЗС-011,3.0,23,0,1,0,5,4,3.9102181159452956,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,11,Татнефть-АЗС-012,8.0,30,1,1,0,5,4,7.424614875071293,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,12,Татнефть-АЗС-013,2.0,14,0,0,0,5,4,2.7415572209363694,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,13,Татнефть-АЗС-014,2.0,9,0,1,0,5,4,2.007150119160693,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,14,Татнефть-АЗС-015,7.0,25,1,1,0,5,4,6.613554878966337,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,15,Татнефть-АЗС-016,2.0,16,0,0,1,5,4,2.7415572209363694,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,16,Татнефть-АЗС-017,3.0,22,0,1,0,5,4,3.431841663519102,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,17,Татнефть-АЗС-018,3.0,21,0,1,0,5,4,3.431841663519102,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,18,Татнефть-АЗС-019,4.0,21,1,0,1,5,4,4.582090851680436,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,19,Татнефть-АЗС-020,6.0,22,0,1,0,5,4,5.991879781901689,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,2,Татнефть-АЗС-003,2.0,20,1,0,1,5,4,2.610547300830908,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,20,Татнефть-АЗС-021,3.0,25,0,0,1,5,4,3.447301818313295,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,21,Татнефть-АЗС-022,8.0,30,0,1,0,5,4,7.424614875071293,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,22,Татнефть-АЗС-023,3.0,16,1,1,1,5,4,3.1864600363048465,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,23,Татнефть-АЗС-024,2.0,13,0,0,1,5,4,2.7415572209363694,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,24,Татнефть-АЗС-025,3.0,18,0,1,1,5,4,2.792475516776791,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,3,Татнефть-АЗС-004,8.0,29,0,0,0,5,4,6.640200120086766,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,4,Татнефть-АЗС-005,2.0,14,0,0,1,5,4,2.7415572209363694,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,5,Татнефть-АЗС-006,2.0,15,1,1,0,5,4,2.155291185636644,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,6,Татнефть-АЗС-007,3.0,16,0,1,0,5,4,3.19348038022021,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,7,Татнефть-АЗС-008,3.0,23,1,0,1,5,4,5.4220010465221335,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,8,Татнефть-АЗС-009,6.0,23,0,1,0,5,4,6.322115167851935,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 05:00:00,9,Татнефть-АЗС-010,2.0,11,1,1,1,5,4,2.9200444471334683,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,0,Татнефть-АЗС-001,30.0,124,1,1,0,6,4,29.369320568900648,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,1,Татнефть-АЗС-002,19.0,71,0,1,0,6,4,18.872544259645256,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,10,Татнефть-АЗС-011,19.0,97,0,1,0,6,4,21.570088911222502,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,11,Татнефть-АЗС-012,19.0,106,0,1,0,6,4,21.711409756744942,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,12,Татнефть-АЗС-013,8.0,42,0,0,0,6,4,7.726736249880472,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,13,Татнефть-АЗС-014,8.0,45,0,1,0,6,4,9.434020394413816,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,14,Татнефть-АЗС-015,41.0,149,0,1,0,6,4,39.30088947036736,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,15,Татнефть-АЗС-016,16.0,69,0,0,1,6,4,16.322614095900352,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,16,Татнефть-АЗС-017,32.0,135,1,1,0,6,4,35.36557822169196,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,17,Татнефть-АЗС-018,41.0,151,0,1,0,6,4,38.66784153015476,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,18,Татнефть-АЗС-019,21.0,94,0,0,1,6,4,21.38411822501786,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,19,Татнефть-АЗС-020,25.0,117,0,1,0,6,4,25.780873570309783,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,2,Татнефть-АЗС-003,32.0,147,0,0,1,6,4,33.888092121840394,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,20,Татнефть-АЗС-021,37.0,146,0,0,1,6,4,33.56168108589691,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,21,Татнефть-АЗС-022,21.0,109,0,1,0,6,4,21.60889183150785,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,22,Татнефть-АЗС-023,9.0,55,1,1,1,6,4,11.930446755777266,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,23,Татнефть-АЗС-024,16.0,77,0,0,1,6,4,18.792480175988374,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,24,Татнефть-АЗС-025,32.0,145,0,1,1,6,4,37.82625592115048,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,3,Татнефть-АЗС-004,56.0,240,0,0,0,6,4,56.56451309904984,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,4,Татнефть-АЗС-005,11.0,71,0,0,1,6,4,15.118964578010461,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,5,Татнефть-АЗС-006,41.0,158,0,1,0,6,4,39.58119061516571,total_fuel_sales,Продажи топлива,baseline_hgb_v2
2023-12-01 06:00:00,6,Татнефть-АЗС-007,21.0,77,1,1,0,6,4,21.234863404771605,total_fuel_sales,Продажи топлива,baseline_hgb_v2
