timestamp,station_id,station_name,target,target_label,actual,prediction,model_version
2023-12-01 09:00:00,0,Татнефть-АЗС-001,total_fuel_sales,Продажи топлива TFT,110.0,136.69448852539062,tft_total_fuel_sales_v1
2023-12-01 09:00:00,1,Татнефть-АЗС-002,total_fuel_sales,Продажи топлива TFT,82.0,120.09000396728516,tft_total_fuel_sales_v1
2023-12-01 09:00:00,2,Татнефть-АЗС-003,total_fuel_sales,Продажи топлива TFT,165.0,223.02391052246094,tft_total_fuel_sales_v1
2023-12-01 09:00:00,3,Татнефть-АЗС-004,total_fuel_sales,Продажи топлива TFT,130.0,177.19338989257812,tft_total_fuel_sales_v1
2023-12-01 09:00:00,4,Татнефть-АЗС-005,total_fuel_sales,Продажи топлива TFT,144.0,148.15235900878906,tft_total_fuel_sales_v1
2023-12-01 10:00:00,0,Татнефть-АЗС-001,total_fuel_sales,Продажи топлива TFT,19.0,32.208221435546875,tft_total_fuel_sales_v1
2023-12-01 10:00:00,1,Татнефть-АЗС-002,total_fuel_sales,Продажи топлива TFT,19.0,24.80042266845703,tft_total_fuel_sales_v1
2023-12-01 10:00:00,2,Татнефть-АЗС-003,total_fuel_sales,Продажи топлива TFT,20.0,31.606542587280273,tft_total_fuel_sales_v1
2023-12-01 10:00:00,3,Татнефть-АЗС-004,total_fuel_sales,Продажи топлива TFT,23.0,31.17595672607422,tft_total_fuel_sales_v1
2023-12-01 10:00:00,4,Татнефть-АЗС-005,total_fuel_sales,Продажи топлива TFT,12.0,10.857250213623047,tft_total_fuel_sales_v1
2023-12-01 11:00:00,0,Татнефть-АЗС-001,total_fuel_sales,Продажи топлива TFT,35.0,56.09670639038086,tft_total_fuel_sales_v1
2023-12-01 11:00:00,1,Татнефть-АЗС-002,total_fuel_sales,Продажи топлива TFT,8.0,16.713844299316406,tft_total_fuel_sales_v1
2023-12-01 11:00:00,2,Татнефть-АЗС-003,total_fuel_sales,Продажи топлива TFT,19.0,34.904239654541016,tft_total_fuel_sales_v1
2023-12-01 11:00:00,3,Татнефть-АЗС-004,total_fuel_sales,Продажи топлива TFT,14.0,33.983970642089844,tft_total_fuel_sales_v1
2023-12-01 11:00:00,4,Татнефть-АЗС-005,total_fuel_sales,Продажи топлива TFT,8.0,12.919154167175293,tft_total_fuel_sales_v1
2023-12-01 12:00:00,0,Татнефть-АЗС-001,total_fuel_sales,Продажи топлива TFT,60.0,81.72875213623047,tft_total_fuel_sales_v1
2023-12-01 12:00:00,1,Татнефть-АЗС-002,total_fuel_sales,Продажи топлива TFT,14.0,28.21544647216797,tft_total_fuel_sales_v1
2023-12-01 12:00:00,2,Татнефть-АЗС-003,total_fuel_sales,Продажи топлива TFT,50.0,81.03812408447266,tft_total_fuel_sales_v1
2023-12-01 12:00:00,3,Татнефть-АЗС-004,total_fuel_sales,Продажи топлива TFT,29.0,51.94635772705078,tft_total_fuel_sales_v1
2023-12-01 12:00:00,4,Татнефть-АЗС-005,total_fuel_sales,Продажи топлива TFT,30.0,38.34498596191406,tft_total_fuel_sales_v1
2023-12-01 13:00:00,0,Татнефть-АЗС-001,total_fuel_sales,Продажи топлива TFT,35.0,52.730430603027344,tft_total_fuel_sales_v1
2023-12-01 13:00:00,1,Татнефть-АЗС-002,total_fuel_sales,Продажи топлива TFT,35.0,40.77833557128906,tft_total_fuel_sales_v1
2023-12-01 13:00:00,2,Татнефть-АЗС-003,total_fuel_sales,Продажи топлива TFT,33.0,54.74582290649414,tft_total_fuel_sales_v1
2023-12-01 13:00:00,3,Татнефть-АЗС-004,total_fuel_sales,Продажи топлива TFT,53.0,76.4564437866211,tft_total_fuel_sales_v1
2023-12-01 13:00:00,4,Татнефть-АЗС-005,total_fuel_sales,Продажи топлива TFT,16.0,22.564971923828125,tft_total_fuel_sales_v1
2023-12-01 14:00:00,0,Татнефть-АЗС-001,total_fuel_sales,Продажи топлива TFT,44.0,50.59720230102539,tft_total_fuel_sales_v1
2023-12-01 14:00:00,1,Татнефть-АЗС-002,total_fuel_sales,Продажи топлива TFT,34.0,38.638675689697266,tft_total_fuel_sales_v1
2023-12-01 14:00:00,2,Татнефть-АЗС-003,total_fuel_sales,Продажи топлива TFT,64.0,84.1427001953125,tft_total_fuel_sales_v1
2023-12-01 14:00:00,3,Татнефть-АЗС-004,total_fuel_sales,Продажи топлива TFT,58.0,72.53164672851562,tft_total_fuel_sales_v1
2023-12-01 14:00:00,4,Татнефть-АЗС-005,total_fuel_sales,Продажи топлива TFT,28.0,34.40705108642578,tft_total_fuel_sales_v1
2023-12-01 15:00:00,0,Татнефть-АЗС-001,total_fuel_sales,Продажи топлива TFT,41.0,56.880592346191406,tft_total_fuel_sales_v1
2023-12-01 15:00:00,1,Татнефть-АЗС-002,total_fuel_sales,Продажи топлива TFT,18.0,27.269676208496094,tft_total_fuel_sales_v1
2023-12-01 15:00:00,2,Татнефть-АЗС-003,total_fuel_sales,Продажи топлива TFT,18.0,37.01340866088867,tft_total_fuel_sales_v1
2023-12-01 15:00:00,3,Татнефть-АЗС-004,total_fuel_sales,Продажи топлива TFT,20.0,33.18152618408203,tft_total_fuel_sales_v1
2023-12-01 15:00:00,4,Татнефть-АЗС-005,total_fuel_sales,Продажи топлива TFT,19.0,23.484413146972656,tft_total_fuel_sales_v1
2023-12-01 16:00:00,0,Татнефть-АЗС-001,total_fuel_sales,Продажи топлива TFT,33.0,55.396305084228516,tft_total_fuel_sales_v1
2023-12-01 16:00:00,1,Татнефть-АЗС-002,total_fuel_sales,Продажи топлива TFT,13.0,14.207253456115723,tft_total_fuel_sales_v1
2023-12-01 16:00:00,2,Татнефть-АЗС-003,total_fuel_sales,Продажи топлива TFT,55.0,56.648887634277344,tft_total_fuel_sales_v1
2023-12-01 16:00:00,3,Татнефть-АЗС-004,total_fuel_sales,Продажи топлива TFT,19.0,31.424240112304688,tft_total_fuel_sales_v1
2023-12-01 16:00:00,4,Татнефть-АЗС-005,total_fuel_sales,Продажи топлива TFT,17.0,21.908363342285156,tft_total_fuel_sales_v1
2023-12-01 17:00:00,0,Татнефть-АЗС-001,total_fuel_sales,Продажи топлива TFT,227.0,266.8170166015625,tft_total_fuel_sales_v1
2023-12-01 17:00:00,1,Татнефть-АЗС-002,total_fuel_sales,Продажи топлива TFT,70.0,94.92781066894531,tft_total_fuel_sales_v1
2023-12-01 17:00:00,2,Татнефть-АЗС-003,total_fuel_sales,Продажи топлива TFT,270.0,364.17669677734375,tft_total_fuel_sales_v1
2023-12-01 17:00:00,3,Татнефть-АЗС-004,total_fuel_sales,Продажи топлива TFT,136.0,232.88475036621094,tft_total_fuel_sales_v1
2023-12-01 17:00:00,4,Татнефть-АЗС-005,total_fuel_sales,Продажи топлива TFT,96.0,122.03900146484375,tft_total_fuel_sales_v1
2023-12-01 18:00:00,0,Татнефть-АЗС-001,total_fuel_sales,Продажи топлива TFT,229.0,261.60784912109375,tft_total_fuel_sales_v1
2023-12-01 18:00:00,1,Татнефть-АЗС-002,total_fuel_sales,Продажи топлива TFT,171.0,185.63401794433594,tft_total_fuel_sales_v1
2023-12-01 18:00:00,2,Татнефть-АЗС-003,total_fuel_sales,Продажи топлива TFT,227.0,371.79522705078125,tft_total_fuel_sales_v1
2023-12-01 18:00:00,3,Татнефть-АЗС-004,total_fuel_sales,Продажи топлива TFT,167.0,233.75680541992188,tft_total_fuel_sales_v1
2023-12-01 18:00:00,4,Татнефть-АЗС-005,total_fuel_sales,Продажи топлива TFT,91.0,121.12200164794922,tft_total_fuel_sales_v1
2023-12-01 19:00:00,0,Татнефть-АЗС-001,total_fuel_sales,Продажи топлива TFT,225.0,263.8199462890625,tft_total_fuel_sales_v1
2023-12-01 19:00:00,1,Татнефть-АЗС-002,total_fuel_sales,Продажи топлива TFT,163.0,187.79132080078125,tft_total_fuel_sales_v1
2023-12-01 19:00:00,2,Татнефть-АЗС-003,total_fuel_sales,Продажи топлива TFT,348.0,379.49481201171875,tft_total_fuel_sales_v1
2023-12-01 19:00:00,3,Татнефть-АЗС-004,total_fuel_sales,Продажи топлива TFT,185.0,234.1540069580078,tft_total_fuel_sales_v1
2023-12-01 19:00:00,4,Татнефть-АЗС-005,total_fuel_sales,Продажи топлива TFT,44.0,76.36979675292969,tft_total_fuel_sales_v1
2023-12-01 20:00:00,0,Татнефть-АЗС-001,total_fuel_sales,Продажи топлива TFT,21.0,33.529258728027344,tft_total_fuel_sales_v1
2023-12-01 20:00:00,1,Татнефть-АЗС-002,total_fuel_sales,Продажи топлива TFT,21.0,19.666763305664062,tft_total_fuel_sales_v1
2023-12-01 20:00:00,2,Татнефть-АЗС-003,total_fuel_sales,Продажи топлива TFT,44.0,58.120323181152344,tft_total_fuel_sales_v1
2023-12-01 20:00:00,3,Татнефть-АЗС-004,total_fuel_sales,Продажи топлива TFT,17.0,30.265052795410156,tft_total_fuel_sales_v1
2023-12-01 20:00:00,4,Татнефть-АЗС-005,total_fuel_sales,Продажи топлива TFT,13.0,20.632843017578125,tft_total_fuel_sales_v1
2023-12-01 21:00:00,0,Татнефть-АЗС-001,total_fuel_sales,Продажи топлива TFT,21.0,32.02012634277344,tft_total_fuel_sales_v1
2023-12-01 21:00:00,1,Татнефть-АЗС-002,total_fuel_sales,Продажи топлива TFT,9.0,13.15825080871582,tft_total_fuel_sales_v1
2023-12-01 21:00:00,2,Татнефть-АЗС-003,total_fuel_sales,Продажи топлива TFT,21.0,36.54709243774414,tft_total_fuel_sales_v1
2023-12-01 21:00:00,3,Татнефть-АЗС-004,total_fuel_sales,Продажи топлива TFT,17.0,30.076881408691406,tft_total_fuel_sales_v1
2023-12-01 21:00:00,4,Татнефть-АЗС-005,total_fuel_sales,Продажи топлива TFT,8.0,8.63902473449707,tft_total_fuel_sales_v1
2023-12-01 22:00:00,0,Татнефть-АЗС-001,total_fuel_sales,Продажи топлива TFT,8.0,11.841392517089844,tft_total_fuel_sales_v1
2023-12-01 22:00:00,1,Татнефть-АЗС-002,total_fuel_sales,Продажи топлива TFT,2.0,0.5551238059997559,tft_total_fuel_sales_v1
2023-12-01 22:00:00,2,Татнефть-АЗС-003,total_fuel_sales,Продажи топлива TFT,2.0,2.0630264282226562,tft_total_fuel_sales_v1
2023-12-01 22:00:00,3,Татнефть-АЗС-004,total_fuel_sales,Продажи топлива TFT,2.0,7.23185803508386e-05,tft_total_fuel_sales_v1
2023-12-01 22:00:00,4,Татнефть-АЗС-005,total_fuel_sales,Продажи топлива TFT,2.0,4.4661584297500667e-07,tft_total_fuel_sales_v1
2023-12-01 23:00:00,0,Татнефть-АЗС-001,total_fuel_sales,Продажи топлива TFT,3.0,2.6744630336761475,tft_total_fuel_sales_v1
2023-12-01 23:00:00,1,Татнефть-АЗС-002,total_fuel_sales,Продажи топлива TFT,2.0,0.11610622704029083,tft_total_fuel_sales_v1
2023-12-01 23:00:00,2,Татнефть-АЗС-003,total_fuel_sales,Продажи топлива TFT,8.0,13.124078750610352,tft_total_fuel_sales_v1
2023-12-01 23:00:00,3,Татнефть-АЗС-004,total_fuel_sales,Продажи топлива TFT,3.0,0.00011064303544117138,tft_total_fuel_sales_v1
2023-12-01 23:00:00,4,Татнефть-АЗС-005,total_fuel_sales,Продажи топлива TFT,1.0,7.096450076460314e-07,tft_total_fuel_sales_v1
