timestamp,station_id,station_name,target,target_label,prediction,model_version
2024-01-01 04:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 04:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 05:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 05:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 05:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 05:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 05:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 06:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 06:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 06:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 06:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 06:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 07:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 07:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 07:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 07:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 07:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 08:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 08:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 08:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 08:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 08:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 09:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 09:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 09:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 09:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 09:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 10:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 10:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 10:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 10:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 10:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 11:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 11:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 11:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 11:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 11:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 12:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 12:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 12:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 12:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 12:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 13:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 13:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 13:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 13:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 13:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 14:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 14:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 14:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 14:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 14:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 15:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 15:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 15:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 15:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 15:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 16:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 16:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 16:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 16:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 16:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 17:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 17:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 17:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 17:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 17:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 18:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 18:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 18:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 18:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 18:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 19:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 19:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 19:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 19:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 19:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 20:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 20:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 20:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 20:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 20:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 21:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 21:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 21:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 21:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 21:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 22:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 22:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 22:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 22:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 22:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 23:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 23:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 23:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 23:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
2024-01-01 23:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Будущий прогноз выручки магазина TFT,0.0,tft_shop_total_revenue
